iter	Logloss
1512	0.2487328804
1513	0.2486929202
1514	0.248671074
1515	0.2486231075
1516	0.2486036049
1517	0.2485860805
1518	0.2485844096
1519	0.2485124539
1520	0.2484693899
1521	0.2483713765
1522	0.2483120039
1523	0.2482265563
1524	0.2481765661
1525	0.24812796
1526	0.2480952411
1527	0.248075793
1528	0.2480546389
1529	0.2479651808
1530	0.2479549132
1531	0.2478935544
1532	0.2478273169
1533	0.2477256724
1534	0.2476582679
1535	0.247604667
1536	0.2475904498
1537	0.2475719445
1538	0.2475548964
1539	0.2475337602
1540	0.2474909909
1541	0.2474867163
1542	0.2474863031
1543	0.2474526447
1544	0.2474319665
1545	0.2473492417
1546	0.2473197126
1547	0.2472603489
1548	0.2471901468
1549	0.2471611336
1550	0.2471512184
1551	0.2470634612
1552	0.2470154179
1553	0.2469936192
1554	0.246938806
1555	0.2469186737
1556	0.2468313639
1557	0.2467628599
1558	0.2467464863
1559	0.2466698241
1560	0.2466306962
1561	0.246630287
1562	0.2466018763
1563	0.2465943969
1564	0.2465672846
1565	0.2465530119
1566	0.2464805378
1567	0.2464542114
1568	0.2464439703
1569	0.2464328441
1570	0.24639201
1571	0.2463355203
1572	0.2463215343
1573	0.2462720262
1574	0.2462271742
1575	0.2461521087
1576	0.2461404572
1577	0.2460838836
1578	0.2460513614
1579	0.2460225026
1580	0.2460208751
1581	0.2459499359
1582	0.2458932195
1583	0.2458217078
1584	0.2457901229
1585	0.2456844633
1586	0.2456042415
1587	0.2455187224
1588	0.245518101
1589	0.2454670206
1590	0.2454283884
1591	0.2453718746
1592	0.2453102191
1593	0.2452874645
1594	0.2452796229
1595	0.245263056
1596	0.2451525315
1597	0.2451102377
1598	0.2450551434
1599	0.2450215777
1600	0.2449743599
1601	0.2449274183
1602	0.2449258114
1603	0.2448977567
1604	0.244887905
1605	0.2448635965
1606	0.24483544
1607	0.2448312425
1608	0.2448058237
1609	0.2447736319
1610	0.2447481144
1611	0.2446772496
1612	0.2446370804
1613	0.244593088
1614	0.2445566022
1615	0.2445195419
1616	0.2444320691
1617	0.2444244099
1618	0.244361617
1619	0.2443521266
1620	0.2442458579
1621	0.2442230293
1622	0.24421958
1623	0.244183885
1624	0.2440910014
1625	0.2440631881
1626	0.2440625865
1627	0.2440619919
1628	0.2440586045
1629	0.2439758978
1630	0.2439578961
1631	0.2438924825
1632	0.2438721877
1633	0.2438260284
1634	0.2437614297
1635	0.2437083022
1636	0.2436617867
1637	0.2435782426
1638	0.243558694
1639	0.2435586807
1640	0.2435531393
1641	0.2434732547
1642	0.2434670872
1643	0.2434578204
1644	0.2434370998
1645	0.2433894624
1646	0.2433811303
1647	0.2432976688
1648	0.24327316
1649	0.2432731555
1650	0.2431974273
1651	0.2431352974
1652	0.2430649803
1653	0.2430046157
1654	0.2429611168
1655	0.2428936535
1656	0.2428410302
1657	0.2428248383
1658	0.2427735449
1659	0.2427215377
1660	0.2427209636
1661	0.2426697954
1662	0.24266928
1663	0.2426283764
1664	0.2426200087
1665	0.2425920931
1666	0.2425917111
1667	0.2425463967
1668	0.242545841
1669	0.2425211303
1670	0.2424707863
1671	0.2424227773
1672	0.2423813554
1673	0.2422982546
1674	0.2422012978
1675	0.2421195825
1676	0.2421093284
1677	0.2420592083
1678	0.2420586167
1679	0.2420580788
1680	0.242042627
1681	0.2420239788
1682	0.2419661823
1683	0.2419231641
1684	0.2419162093
1685	0.2418736573
1686	0.2418731271
1687	0.241872556
1688	0.2418580048
1689	0.2417807179
1690	0.2417341165
1691	0.2416258743
1692	0.2415284963
1693	0.2414760684
1694	0.2414239791
1695	0.2414104397
1696	0.2413540405
1697	0.2413534765
1698	0.2413360361
1699	0.2413170437
1700	0.241289876
1701	0.2412278845
1702	0.2412276151
1703	0.2412208619
1704	0.2412016349
1705	0.2411782097
1706	0.2411041728
1707	0.241025183
1708	0.2410246783
1709	0.2409763726
1710	0.240927656
1711	0.2409272745
1712	0.2409269625
1713	0.240910651
1714	0.2408299199
1715	0.2407638027
1716	0.2407564626
1717	0.2407054352
1718	0.2406388138
1719	0.2406052049
1720	0.2406029107
1721	0.2405759089
1722	0.2405048385
1723	0.2404771002
1724	0.2404766001
1725	0.2403780586
1726	0.2403369255
1727	0.2403364896
1728	0.240317099
1729	0.2403011099
1730	0.240218876
1731	0.2402145768
1732	0.2401221737
1733	0.2400986626
1734	0.240060612
1735	0.2400046176
1736	0.2400027088
1737	0.2399923148
1738	0.2399295461
1739	0.2398765945
1740	0.2398181772
1741	0.2398176921
1742	0.2397591151
1743	0.2397505381
1744	0.2396943742
1745	0.2396940352
1746	0.2396330415
1747	0.2396154877
1748	0.2395952393
1749	0.2395462288
1750	0.2395399679
1751	0.2395305503
1752	0.2395174979
1753	0.2394736219
1754	0.2394725746
1755	0.2394442293
1756	0.2394305384
1757	0.2394120029
1758	0.2394095198
1759	0.2394090441
1760	0.2393373603
1761	0.2393270654
1762	0.2393036326
1763	0.23929527
1764	0.2391904762
1765	0.2391789748
1766	0.2391496748
1767	0.239122582
1768	0.2390642473
1769	0.2390242511
1770	0.2389746667
1771	0.2389735899
1772	0.238954317
1773	0.238852447
1774	0.2388446401
1775	0.2388441752
1776	0.2388096041
1777	0.2387798605
1778	0.2387690655
1779	0.2386860032
1780	0.2386250779
1781	0.2385766556
1782	0.2385425071
1783	0.2385421436
1784	0.2385418246
1785	0.2384930204
1786	0.2384759317
1787	0.2384595426
1788	0.2384590879
1789	0.23836205
1790	0.2382929547
1791	0.2382913421
1792	0.2382831961
1793	0.2382506437
1794	0.2382438003
1795	0.2381870216
1796	0.2381423334
1797	0.2381420186
1798	0.238072013
1799	0.2380033236
1800	0.2379607872
1801	0.2379476697
1802	0.2378877577
1803	0.2377941016
1804	0.2377865004
1805	0.2377178796
1806	0.2376684212
1807	0.2376430022
1808	0.2375658623
1809	0.2375584166
1810	0.2375503666
1811	0.2375313273
1812	0.2375112985
1813	0.2374532372
1814	0.2374090463
1815	0.2373355739
1816	0.2372595168
1817	0.2372022682
1818	0.2371936129
1819	0.2371848021
1820	0.2371474593
1821	0.2371426449
1822	0.237138723
1823	0.2370604025
1824	0.2370308314
1825	0.2369317435
1826	0.2368737503
1827	0.2368305294
1828	0.2368074269
1829	0.236782862
1830	0.2367824162
1831	0.2367751809
1832	0.2367547725
1833	0.2367200585
1834	0.236662537
1835	0.2365907079
1836	0.2365306719
1837	0.2364700785
1838	0.2364698008
1839	0.2364231583
1840	0.2364228507
1841	0.2363846698
1842	0.2363837771
1843	0.2363325284
1844	0.2363315327
1845	0.2362657036
1846	0.2362199772
1847	0.236201103
1848	0.2361495323
1849	0.236107998
1850	0.2361076876
1851	0.2360967695
1852	0.2359905913
1853	0.2359699463
1854	0.2358914223
1855	0.2358821141
1856	0.2357913871
1857	0.2357730353
1858	0.2357338009
1859	0.2357029679
1860	0.2356052098
1861	0.2355508562
1862	0.2355379048
1863	0.2354718407
1864	0.2354410878
1865	0.2354371718
1866	0.2354143022
1867	0.2354142554
1868	0.2353848609
1869	0.2353838829
1870	0.235309929
1871	0.2352865868
1872	0.2352470833
1873	0.2351482682
1874	0.2350771304
1875	0.2350718449
1876	0.235034372
1877	0.2349871331
1878	0.2349310593
1879	0.2349151956
1880	0.2348503151
1881	0.2348080581
1882	0.2347362466
1883	0.2346958054
1884	0.2346893264
1885	0.2346387962
1886	0.2346151829
1887	0.2345701056
1888	0.2345211806
1889	0.2344147053
1890	0.234388914
1891	0.2343737119
1892	0.2343254939
1893	0.2342975588
1894	0.2342443105
1895	0.2341944581
