iter	Logloss
193	0.3467378999
194	0.3464730749
195	0.346213644
196	0.3459403942
197	0.3457689748
198	0.3455736898
199	0.345288083
200	0.3450584224
201	0.3447838683
202	0.3445484926
203	0.3443841338
204	0.3441472116
205	0.3439439691
206	0.3437867857
207	0.3435358909
208	0.3432435086
209	0.3429863521
210	0.3426898985
211	0.3426346199
212	0.3424324734
213	0.3422481138
214	0.3418385727
215	0.3415637265
216	0.3414217874
217	0.3411238601
218	0.340794625
219	0.3406024831
220	0.3404879704
221	0.3403187728
222	0.3400470332
223	0.3397446948
224	0.3394996966
225	0.3392944386
226	0.339089118
227	0.3388727237
228	0.3387960553
229	0.3385892415
230	0.3384964493
231	0.3383125084
232	0.3380067101
233	0.3378081749
234	0.3376660812
235	0.3375080112
236	0.336979019
237	0.3369429964
238	0.3368534916
239	0.3366334105
240	0.3364520702
241	0.33619124
242	0.3360366851
243	0.3358664908
244	0.3357113132
245	0.3356243047
246	0.3353762485
247	0.33518545
248	0.3350746953
249	0.3346706529
250	0.3341309889
251	0.333915027
252	0.3337292778
253	0.3335893026
254	0.3334108164
255	0.3331574214
256	0.33296946
257	0.3327611425
258	0.3324967369
259	0.3323403276
260	0.3322429841
261	0.3320006174
262	0.3318297394
263	0.3316165967
264	0.3315323282
265	0.3314967397
266	0.3314380961
267	0.3313314743
268	0.3312273483
269	0.3310676166
270	0.3309345019
271	0.3308235781
272	0.3307204652
273	0.3306244913
274	0.3305280299
275	0.3303941563
276	0.3301414938
277	0.3300531769
278	0.3299396438
279	0.329814762
280	0.3296063168
281	0.3295981066
282	0.3295032182
283	0.3293983378
284	0.3292818606
285	0.3291714213
286	0.3290543944
287	0.3289056592
288	0.3287395278
289	0.3285880557
290	0.3280715887
291	0.3279434502
292	0.3274687385
293	0.3273884331
294	0.327286416
295	0.3272037137
296	0.327118528
297	0.3268592279
298	0.326724057
299	0.3265952556
300	0.3264764111
301	0.3264055879
302	0.3260895717
303	0.3259816091
304	0.3258167007
305	0.3256906429
306	0.3256047743
307	0.3253855968
308	0.3251008142
309	0.3248057704
310	0.3247824365
311	0.3246574727
312	0.3246090319
313	0.3245213808
314	0.3243563723
315	0.3241050896
316	0.3240540525
317	0.3239671188
318	0.3238254182
319	0.3237690223
320	0.3236798672
321	0.3235600365
322	0.3234432248
323	0.3231625195
324	0.3230760498
325	0.3227335373
326	0.3226133664
327	0.3225314122
328	0.3224482966
329	0.3223857848
330	0.3223239255
331	0.3222135142
332	0.3221455466
333	0.3220910101
334	0.3220225995
335	0.32163165
336	0.3213749843
337	0.3210878375
338	0.3209426474
339	0.3208662382
340	0.3207334165
341	0.3205911368
342	0.3204699672
343	0.3203162367
344	0.3202144979
345	0.3201062772
346	0.3200252898
347	0.3199094647
348	0.3197639407
349	0.3197489016
350	0.3196753559
351	0.31948947
352	0.3194314094
353	0.3193569289
354	0.3193171116
355	0.3191980046
356	0.3190251651
357	0.3189633221
358	0.3188470288
359	0.3185786107
360	0.3184840492
361	0.3182917447
362	0.3181815907
363	0.3179710383
364	0.3179152476
365	0.3178539387
366	0.3178088199
367	0.3176199969
368	0.3175013506
369	0.317340245
370	0.3171578882
371	0.3168771278
372	0.3167876481
373	0.3166629635
374	0.3166080999
375	0.316477838
376	0.3163483207
377	0.3163197091
378	0.3162232493
379	0.3160364926
380	0.3160062302
381	0.3157725236
382	0.3156761104
383	0.3156054278
384	0.3154810882
385	0.3154324601
386	0.3153422411
387	0.3151945176
388	0.3151716992
389	0.3150123957
390	0.3149759128
391	0.314889074
392	0.3146312693
393	0.3145076843
394	0.3144128227
395	0.3143901128
396	0.3143105987
397	0.3142338813
398	0.3141632055
399	0.3138921963
400	0.313817211
401	0.313762768
402	0.3137326715
403	0.3136642236
404	0.3136211738
405	0.3135797655
406	0.3134690179
407	0.3134579192
408	0.3133225122
409	0.3131140199
410	0.3128605967
411	0.3128605955
412	0.312737448
413	0.3127077612
414	0.3126424766
415	0.3125455055
416	0.3124665102
417	0.3123920384
418	0.3123238266
419	0.3122571576
420	0.3121398477
421	0.3119688182
422	0.311896351
423	0.3117821276
424	0.3116347986
425	0.3115850607
426	0.31145288
427	0.311361127
428	0.3112247537
429	0.311181982
430	0.3110290437
431	0.3109470813
432	0.3108577245
433	0.3108235884
434	0.3107679272
435	0.3107113302
436	0.3106480355
437	0.3103625333
438	0.3102655767
439	0.3101572607
440	0.3101556692
441	0.3100927456
442	0.3100190422
443	0.3099868379
444	0.3099396472
445	0.3096886723
446	0.309573313
447	0.3094934721
448	0.3093788692
449	0.3092833899
450	0.3091843274
451	0.3091414551
452	0.3090622754
453	0.3090450911
454	0.3090142398
455	0.3089818881
456	0.3089437529
457	0.3089270199
458	0.3088869134
459	0.3088404616
460	0.3087500016
461	0.3086203437
462	0.3085142892
463	0.3084520782
464	0.3083176864
465	0.3082562662
466	0.3080841086
467	0.3079965038
468	0.3079233567
469	0.3076926329
470	0.3074750981
471	0.3073442068
472	0.307195275
473	0.307071232
474	0.3069914663
475	0.3069114145
476	0.3067122826
477	0.3065932979
478	0.3064859032
479	0.3064642611
480	0.3064282817
481	0.3061745938
482	0.3061352383
483	0.3061243028
484	0.3061200127
485	0.3059983842
486	0.3058709019
487	0.3058385522
488	0.3057995941
489	0.3057570058
490	0.3056861556
491	0.3056739759
492	0.3056123066
493	0.3055227183
494	0.3054504931
495	0.3053993253
496	0.3053067301
497	0.3053062532
498	0.3052602257
499	0.3051946456
500	0.3050573697
501	0.3050260422
502	0.3049526372
503	0.3047876103
504	0.3047645285
505	0.30470289
506	0.3044664296
507	0.3043132844
508	0.3041751053
509	0.304107232
510	0.3040857654
511	0.3040310673
512	0.3037562577
513	0.3036063422
514	0.30355053
515	0.3035272741
516	0.3035272715
517	0.3033374214
518	0.3032488853
519	0.3031648955
520	0.3030683409
521	0.3029692923
522	0.302832584
523	0.3027441836
524	0.3026858137
525	0.3026066989
526	0.3025214412
527	0.3024586007
528	0.3024004062
529	0.3023015598
530	0.3021829465
531	0.3021559232
532	0.302094693
533	0.3019210566
534	0.3016318292
535	0.3015453929
536	0.3015020111
537	0.3014325036
538	0.3014140281
539	0.3013903557
540	0.3011960381
541	0.3011396187
542	0.3009479397
543	0.3007994194
544	0.3006344653
545	0.3005526426
546	0.3005119319
547	0.3003824694
548	0.3003121639
549	0.3002677619
550	0.3002426608
551	0.3000135964
552	0.3000090088
553	0.2999045494
554	0.2997166958
555	0.2996764439
556	0.2996652228
557	0.2996536474
558	0.2995392836
559	0.2994787559
560	0.2993943228
561	0.2993550849
562	0.2992535709
563	0.2991476713
564	0.2990865018
565	0.2990393188
566	0.2988469542
567	0.2986452972
568	0.2986056273
569	0.2984837624
570	0.2984613591
571	0.2984385059
572	0.2983580675
573	0.2983025519
574	0.2982174346
575	0.2981539781
576	0.2981475739
577	0.2980311012
578	0.2978527954
579	0.2978406095
580	0.2978211912
581	0.2977320469
582	0.2976284484
583	0.2974214985
584	0.2973859075
585	0.2972809916
586	0.2971518049
587	0.2970795235
588	0.2970612971
589	0.2970026645
590	0.2970026589
591	0.2969369413
592	0.2968332443
593	0.2967832329
594	0.2967036467
595	0.2966467765
596	0.2965497643
597	0.2964144716
598	0.2962645931
599	0.2961916305
600	0.2961092594
601	0.2960163254
602	0.2958606589
603	0.2958048647
604	0.295766062
605	0.2956893883
606	0.2956243022
607	0.2955579815
608	0.2954715424
609	0.2954280026
610	0.2954148758
611	0.2953526612
612	0.2953064092
613	0.2952553675
614	0.2952005332
615	0.2950292809
616	0.2949386252
617	0.2949366836
618	0.2948080131
619	0.2947852354
620	0.2947260668
621	0.2946063492
622	0.2945570111
623	0.2944987957
624	0.2944897635
625	0.2944206828
626	0.2942956318
627	0.2942625021
628	0.2940925035
629	0.2940216286
630	0.2939537268
631	0.2938830568
632	0.2937826937
633	0.293661987
634	0.2936544318
635	0.2936120776
636	0.2935750094
637	0.2934869741
638	0.2933447373
639	0.2932420079
640	0.2931277327
641	0.2930295342
642	0.2929751998
643	0.2929473113
644	0.292838451
645	0.2928179037
646	0.292769951
647	0.2927513093
648	0.2926218694
649	0.2925001035
650	0.2923778045
651	0.292331925
652	0.2923070484
653	0.2922461114
654	0.2922146362
655	0.2921739942
656	0.2920812655
657	0.2920086429
658	0.2919354486
659	0.291888138
660	0.2918051151
661	0.2917621634
662	0.2917120309
663	0.2915733945
664	0.2915050966
665	0.2914145994
666	0.291354306
667	0.2913463748
668	0.2912894279
669	0.2911579932
670	0.2909361456
671	0.2908793952
672	0.290870661
673	0.2908356349
674	0.2908107264
675	0.290764071
676	0.2907054932
677	0.2905522747
678	0.2904257033
679	0.2903492844
680	0.2902734917
681	0.2902267606
682	0.2900481115
683	0.2898691695
684	0.2897790522
685	0.2896395336
686	0.2895046453
687	0.289437711
688	0.2893634041
689	0.289244422
690	0.2891664047
691	0.2891444385
692	0.2890932797
693	0.2890344079
694	0.2889713619
695	0.2889347682
696	0.288889787
697	0.2888157353
698	0.2887202224
699	0.2887081362
700	0.2886512046
701	0.2885960777
702	0.2885093673
703	0.2883532293
704	0.2882885227
705	0.2882317338
706	0.2882141622
707	0.2880452957
708	0.287988768
709	0.2879752148
710	0.2879522681
711	0.2877943751
712	0.2877433365
713	0.2877302329
714	0.287670102
715	0.2876111348
716	0.2876006583
717	0.2875901174
718	0.2875448039
719	0.2872967842
720	0.2871945248
721	0.2871163722
722	0.2870326052
723	0.2869679189
724	0.2868799598
725	0.2868485013
726	0.2866347917
727	0.2864233419
728	0.2863625162
729	0.2863503844
730	0.2862817663
731	0.286136005
732	0.2861233065
733	0.2860861191
734	0.2860298367
735	0.2859641066
736	0.2858276566
737	0.2857219662
738	0.2856423357
739	0.2856047853
740	0.2854801439
741	0.2853264272
742	0.2852997542
743	0.2852531161
744	0.2850276773
745	0.2849373642
746	0.2848204587
747	0.2846481626
748	0.2845605982
749	0.2843573608
750	0.2842437573
751	0.2841384584
752	0.2840424721
753	0.2838873339
754	0.2838736002
755	0.2838191174
756	0.2837362845
757	0.2836198241
758	0.2835357102
759	0.2834138838
760	0.2833511103
761	0.2832738921
762	0.2831646825
763	0.2830913154
764	0.2830295592
765	0.2829473576
766	0.2828842691
767	0.2828543048
768	0.2828395595
769	0.2827817015
770	0.2827100743
771	0.282683369
772	0.2826268438
773	0.2825781287
774	0.2825659374
775	0.2825631663
776	0.2824866431
777	0.2823511575
778	0.2823001628
779	0.2822932317
780	0.2822288252
781	0.2822226948
782	0.2820910866
783	0.2820329292
784	0.2819870979
785	0.2819324608
786	0.2819019198
787	0.2818739159
788	0.2818226186
789	0.2818019134
790	0.2817956425
791	0.2817190005
792	0.2816984189
793	0.2816957593
794	0.2816568597
795	0.2815847321
796	0.2814123192
797	0.2813456502
798	0.2813234647
799	0.2813007835
800	0.2811829482
801	0.2811265451
802	0.2810480532
803	0.2809966259
804	0.2809409681
805	0.2809308345
806	0.2808944193
807	0.2808752002
808	0.2808310467
809	0.280831043
810	0.2807450868
811	0.280684468
812	0.2806174173
813	0.2804161144
814	0.2802295354
815	0.280091833
816	0.2800585223
817	0.2800242355
818	0.2798970548
819	0.279861333
820	0.2796909606
821	0.2796360603
822	0.2796185719
823	0.2795812097
824	0.2795405772
825	0.2794661895
826	0.2793632597
827	0.2793502026
828	0.2792275224
829	0.2790616129
830	0.2790364755
831	0.2789880549
832	0.2789794328
833	0.278946448
834	0.2788545025
835	0.2787687863
836	0.2787661759
837	0.2786627214
838	0.2785829178
839	0.2785458033
840	0.2784850461
841	0.2784664538
842	0.278431044
843	0.2783662597
844	0.2783053537
845	0.2782631525
846	0.2780949748
847	0.2779454047
848	0.2779091232
849	0.2778868309
850	0.2778613813
851	0.2777829658
852	0.2777552646
853	0.2776970381
854	0.27765053
855	0.2774587189
856	0.2774265511
857	0.2774189346
858	0.2772814256
859	0.2772292602
860	0.2770693231
861	0.2770668853
862	0.2770430091
863	0.2769994797
864	0.2768578642
865	0.2768255464
866	0.2767914862
867	0.2767881963
868	0.2767513157
869	0.2767438345
870	0.2767425055
871	0.2766807813
872	0.2766550299
873	0.2764496674
874	0.2764069092
875	0.2763624269
876	0.2762467471
877	0.2761237044
878	0.2760897693
879	0.2759695371
880	0.2758996715
881	0.2757844317
882	0.2757817212
883	0.275725027
884	0.2756379471
885	0.2756182373
886	0.2755977261
887	0.2755699032
888	0.2753720542
889	0.2753049796
890	0.2752563113
891	0.2751868687
892	0.275112674
893	0.2750904218
894	0.2750894829
895	0.2750776771
896	0.2750521253
897	0.2749800642
898	0.2749203934
899	0.27481347
900	0.2747598269
901	0.2747576569
902	0.2747375782
903	0.2746166884
904	0.2746001537
905	0.2745689147
906	0.2744522962
907	0.2743410997
908	0.2743397272
909	0.2743169647
910	0.2742268675
911	0.2741866876
912	0.2741854325
913	0.2741019883
914	0.2741008701
915	0.2740364044
916	0.2738496599
917	0.2738485713
918	0.2738474151
919	0.2738115126
920	0.2737640374
921	0.2737630369
922	0.273647761
923	0.2736101626
924	0.2735349886
925	0.2734588962
926	0.2734516397
927	0.2733973672
928	0.273394805
929	0.2733040434
930	0.2732702604
931	0.2732072883
932	0.2731922587
933	0.2731912525
934	0.2731307945
935	0.2730567292
936	0.2729945396
937	0.2729534813
938	0.2729525264
939	0.2728444581
940	0.2728137141
941	0.2727918502
942	0.2727908093
943	0.2727546153
944	0.2727012918
945	0.2725899134
946	0.2725890152
947	0.2725087177
948	0.2724646684
949	0.2724432782
950	0.2724184314
951	0.2723717492
952	0.272263652
953	0.2722077543
954	0.2721873351
955	0.271975327
956	0.2719728516
957	0.2718796044
958	0.2718589143
959	0.2718580152
960	0.2718570355
961	0.2717511583
962	0.271710741
963	0.2716524205
964	0.2716207252
965	0.2715665553
966	0.2715298047
967	0.2714511866
968	0.2713916382
969	0.2713749225
970	0.2711666677
971	0.2711285564
972	0.2709265259
973	0.2707378631
974	0.2706828523
975	0.2706543237
976	0.2706195838
977	0.2706186716
978	0.2705237795
979	0.2704974542
980	0.2703144958
981	0.2702558976
982	0.2702263002
983	0.2701975811
984	0.2701130831
985	0.270091347
986	0.2700110813
987	0.2698977076
988	0.2698773977
989	0.2697767869
990	0.269694978
991	0.2696437233
992	0.2696171472
993	0.2696154184
994	0.2695613548
995	0.2695301024
996	0.2695231802
997	0.269422741
998	0.2693782743
999	0.2693461972
1000	0.2693258723
1001	0.2693227962
1002	0.2693120887
1003	0.2692967212
1004	0.2692117816
1005	0.2691991809
1006	0.2691789245
1007	0.2691628508
1008	0.2691355372
1009	0.2690842748
1010	0.2690658526
1011	0.2689892743
1012	0.268935366
1013	0.2687451322
1014	0.2687441815
1015	0.2685627428
1016	0.2685242426
1017	0.2684925803
1018	0.2684212424
1019	0.2684203325
1020	0.2684194367
1021	0.2684185547
1022	0.2683933591
1023	0.2682946158
1024	0.2682930924
1025	0.2682532952
1026	0.268252427
1027	0.268179014
1028	0.2681781571
1029	0.2681254963
1030	0.2681246561
1031	0.2681061282
1032	0.2679369314
1033	0.2678458917
1034	0.2678452443
1035	0.2676643974
1036	0.2676074822
1037	0.267581315
1038	0.2675804994
1039	0.2674950583
1040	0.2674371462
1041	0.2673525666
1042	0.2673022419
1043	0.2672281
1044	0.2671681799
1045	0.267130805
1046	0.2670860344
1047	0.2670254193
1048	0.2669755632
1049	0.2669518307
1050	0.2668751975
1051	0.2668684775
1052	0.2668022611
1053	0.2667945729
1054	0.2667161486
1055	0.266693814
1056	0.2665291582
1057	0.2664038565
1058	0.2663841196
1059	0.2663833208
1060	0.2663825342
1061	0.2663771387
1062	0.2662053747
1063	0.2662046041
1064	0.2661788598
1065	0.2661031558
1066	0.2660839394
1067	0.2660560193
1068	0.2659971891
1069	0.2659899618
1070	0.2659620391
1071	0.2658041917
1072	0.2658002339
1073	0.2657819069
1074	0.2657632405
1075	0.265692981
1076	0.2656714614
1077	0.2656422964
1078	0.2655386992
1079	0.2654439352
1080	0.2653499776
1081	0.2653301811
1082	0.2653105418
1083	0.2652854971
1084	0.2651867514
1085	0.2651828859
1086	0.2651554043
1087	0.2651546513
1088	0.2651504037
1089	0.2650836108
1090	0.2650340987
1091	0.2650098754
1092	0.2648484583
1093	0.2648273143
1094	0.2646595646
1095	0.2646448152
1096	0.2646141456
1097	0.2646134046
1098	0.2645865471
1099	0.2645302431
1100	0.264521619
1101	0.2644964064
1102	0.2644637822
1103	0.2643981714
1104	0.2643434853
1105	0.2642880917
1106	0.2642718167
1107	0.2641955518
1108	0.2641708724
1109	0.2641541428
1110	0.2641534162
1111	0.2640487543
1112	0.2639559198
1113	0.2639551062
1114	0.2639178847
1115	0.263894892
1116	0.2638941075
1117	0.2638806308
1118	0.2638806247
1119	0.2638569747
1120	0.2637097399
1121	0.263704372
1122	0.2636991878
1123	0.2636201774
1124	0.2636111734
1125	0.2636057838
1126	0.2635297514
1127	0.263518638
1128	0.2634938138
1129	0.2634896523
1130	0.2634888863
1131	0.263418253
1132	0.2634003282
1133	0.2633295853
1134	0.2633288681
1135	0.2633051101
1136	0.2632358898
1137	0.2631616655
1138	0.2631264825
1139	0.2630899204
1140	0.2630702149
1141	0.2630078197
1142	0.2629675756
1143	0.2629418405
1144	0.2629411322
1145	0.2629404343
1146	0.2629181332
1147	0.2628647817
1148	0.2628286527
1149	0.2627548814
1150	0.2627011229
1151	0.26260493
1152	0.2625832977
1153	0.2625759204
1154	0.262571962
1155	0.2625496644
1156	0.2625489737
1157	0.2625053038
1158	0.2625046227
1159	0.2623449441
1160	0.2623408566
1161	0.262275897
1162	0.2622712155
1163	0.2622573312
1164	0.262254484
1165	0.2622307187
1166	0.2622261163
1167	0.2621659554
1168	0.2620972495
1169	0.2620686858
1170	0.2620467645
1171	0.2619766254
1172	0.261901096
1173	0.2618072628
1174	0.2618007843
1175	0.2617832327
1176	0.261757389
1177	0.2617037895
1178	0.2616200367
1179	0.2616137148
1180	0.2616130493
1181	0.2616027856
1182	0.2615966241
1183	0.2614940106
1184	0.2614708884
1185	0.2614702376
1186	0.2613620342
1187	0.261275658
1188	0.2612177252
1189	0.2611925349
1190	0.2611696869
1191	0.2611669266
1192	0.2611628969
1193	0.2611408486
1194	0.2611348872
1195	0.2611037495
1196	0.2610997669
1197	0.2610888591
1198	0.2610206305
1199	0.2610162496
1200	0.2609912428
1201	0.2609873201
1202	0.2609836895
1203	0.2608299898
1204	0.2608241726
1205	0.2607929973
1206	0.2607370054
1207	0.2607110502
1208	0.2606769114
1209	0.2606538238
1210	0.2606511565
1211	0.2605769297
1212	0.2605571518
1213	0.2605523535
1214	0.2604959946
1215	0.2604653342
1216	0.2603208735
1217	0.260267354
1218	0.2602617173
1219	0.2602611373
1220	0.2602427317
1221	0.2602401113
1222	0.2602375281
1223	0.2602174392
1224	0.2601653104
1225	0.2601512122
1226	0.260134029
1227	0.2601068914
1228	0.2600821139
1229	0.2600794742
1230	0.2600452239
1231	0.2600444877
1232	0.2600215005
1233	0.259998572
1234	0.2599726757
1235	0.2599722304
1236	0.2599056312
1237	0.2598436145
1238	0.2598380986
1239	0.2597573051
1240	0.2596770682
1241	0.2596428639
1242	0.259630044
1243	0.2596246637
1244	0.2596235733
1245	0.2595996461
1246	0.2595976636
1247	0.2595457695
1248	0.259544384
1249	0.2594539275
1250	0.2593925872
1251	0.2593900939
1252	0.2593848535
1253	0.2593651467
1254	0.2593538612
1255	0.2593487465
1256	0.2593296516
1257	0.259268248
1258	0.2592186982
1259	0.2591502661
1260	0.2591318552
1261	0.2590749988
1262	0.2590744157
1263	0.2590723181
1264	0.2590498647
1265	0.2590080294
1266	0.258952863
1267	0.2588685271
1268	0.2588198822
1269	0.2587706191
1270	0.2586742099
1271	0.2586270006
1272	0.2585566852
1273	0.2585546042
1274	0.2585364958
1275	0.2585338562
1276	0.2585045069
1277	0.2584167656
1278	0.2584086181
1279	0.2583275801
1280	0.258326998
1281	0.25819976
1282	0.2581679987
1283	0.258061962
1284	0.2580601968
1285	0.2580343179
1286	0.2580338026
1287	0.2579775768
1288	0.257939024
1289	0.2579136514
1290	0.2578223143
1291	0.2577268772
1292	0.2576779177
1293	0.2576774069
1294	0.2576754193
1295	0.2576085959
1296	0.2575555514
1297	0.2575521691
1298	0.2575506929
1299	0.2574864947
1300	0.2573780264
1301	0.2573342019
1302	0.2572999432
1303	0.2572980088
1304	0.2572875321
1305	0.2572561086
1306	0.2572511537
1307	0.2572463251
1308	0.2572213522
1309	0.2571510227
1310	0.2571491248
1311	0.2571001955
1312	0.2570545016
1313	0.2569122582
1314	0.2568800321
1315	0.256815866
1316	0.25679624
1317	0.2567480895
1318	0.2566557089
1319	0.2566033841
1320	0.2565986953
1321	0.2565762736
1322	0.2564796176
1323	0.256389409
1324	0.2563374778
1325	0.2563053674
1326	0.2563008047
1327	0.2562433899
1328	0.2562349665
1329	0.2562140826
1330	0.2562135787
1331	0.25621146
1332	0.2561925908
1333	0.2561297229
1334	0.2560773641
1335	0.2560755515
1336	0.2560424833
1337	0.2560380486
1338	0.2559829237
1339	0.2559168852
1340	0.2558608441
1341	0.2558039915
1342	0.2558018479
1343	0.2557830487
1344	0.2557600171
1345	0.2557111641
1346	0.2556261628
1347	0.2555892591
1348	0.2554947547
1349	0.2554308318
1350	0.2553778104
1351	0.255367408
1352	0.2553166587
1353	0.2552538232
1354	0.2552518895
1355	0.2551906275
1356	0.2551219972
1357	0.2550726041
1358	0.2550299966
1359	0.2550192255
1360	0.2550077814
1361	0.2549617048
1362	0.2549319236
1363	0.254899048
1364	0.2548944074
1365	0.254876488
1366	0.2548548502
1367	0.254829151
1368	0.2547607089
1369	0.2547159112
1370	0.254711565
1371	0.2546610503
1372	0.2546377979
1373	0.2545834943
1374	0.2545834937
1375	0.2545734371
1376	0.2544796096
1377	0.2544358637
1378	0.2543852109
1379	0.2542952104
1380	0.2542477984
1381	0.254238012
1382	0.2542057379
1383	0.254156215
1384	0.2541366916
1385	0.2541361946
1386	0.2540864782
1387	0.2539919856
1388	0.2539914949
1389	0.2539041029
1390	0.2538840772
1391	0.2538055774
1392	0.25377346
1393	0.2537573465
1394	0.2536749099
1395	0.2536160749
1396	0.2535398142
1397	0.2534637923
1398	0.2534178359
1399	0.2534173488
1400	0.2533690647
1401	0.2533507258
1402	0.2533436687
1403	0.2532473427
1404	0.2531786323
1405	0.2531095924
1406	0.2530622338
1407	0.2530615572
1408	0.2530070092
1409	0.252950032
1410	0.2529482921
1411	0.2528943534
1412	0.2528293481
1413	0.2526928305
1414	0.2526151969
1415	0.2525094937
1416	0.2524456726
1417	0.2524218453
1418	0.2523665462
1419	0.2523532917
1420	0.2522413146
1421	0.2521935571
1422	0.2520797377
1423	0.2520333621
1424	0.2519598679
1425	0.251914515
1426	0.2518618407
1427	0.2518447153
1428	0.2518252703
1429	0.2518235777
1430	0.2517880613
1431	0.2517650498
1432	0.2516968745
1433	0.2516941571
1434	0.2516567164
1435	0.2516251902
1436	0.2515521036
1437	0.251541332
1438	0.2515408555
1439	0.2515218907
1440	0.2515070724
1441	0.2515027666
1442	0.2514796817
1443	0.2514792096
1444	0.2514166723
1445	0.2513940235
1446	0.251320836
1447	0.2513191876
1448	0.2512898009
1449	0.2512708011
1450	0.2512404276
1451	0.251177539
1452	0.251150796
1453	0.2511503347
1454	0.2510960731
1455	0.251085848
1456	0.2510842225
1457	0.2510438076
1458	0.2509999371
1459	0.2509740028
1460	0.2508775084
1461	0.2508146417
1462	0.2507964269
1463	0.2507957837
1464	0.2507305739
1465	0.250718141
1466	0.2506860143
1467	0.2506332861
1468	0.2506017839
1469	0.2505838558
1470	0.2504893388
1471	0.2504710192
1472	0.2503590675
1473	0.2503078504
1474	0.2502646923
1475	0.2502401203
1476	0.2501840154
1477	0.2501678499
1478	0.2501289676
1479	0.2500630705
1480	0.2500246193
1481	0.2500127178
1482	0.2499678919
1483	0.2499065139
1484	0.2499049567
1485	0.2499038985
1486	0.2498826516
1487	0.2498737155
1488	0.2498522299
1489	0.2497739068
1490	0.2497331262
1491	0.2497324894
1492	0.2497105466
1493	0.2496467123
1494	0.2496460845
1495	0.2496445612
1496	0.249565074
1497	0.2495255176
1498	0.249424481
1499	0.2493706697
1500	0.249364762
1501	0.2493161618
1502	0.2492650701
1503	0.2492618487
1504	0.2492116767
1505	0.2490987314
1506	0.2490429539
1507	0.2489769946
1508	0.2489226023
1509	0.2488728761
1510	0.2488130268
1511	0.2487628037
