trial,auc,w_exp026_attention_gpu,w_exp026_fttransformer_lite_gpu
249,0.9336117802197803,0.15437700471328122,0.8456229952867186
250,0.9344078241758241,0.37547266371156013,0.6245273362884399
251,0.9340105494505493,0.8845092739155594,0.11549072608444055
252,0.934610989010989,0.6481017643253117,0.3518982356746881
253,0.9338974945054943,0.9091187117549939,0.09088128824500596
254,0.9337273406593406,0.9422307906951938,0.05776920930480616
255,0.9337311208791208,0.17691303218989593,0.8230869678101039
256,0.9344168791208792,0.37898371419285365,0.6210162858071462
257,0.9336058021978022,0.9628247029295294,0.037175297070470605
258,0.9343596923076923,0.3523421981351992,0.6476578018648008
259,0.9346203076923076,0.6236785821104324,0.3763214178895677
260,0.9342785054945055,0.8089853783407028,0.19101462165929725
261,0.9342780219780219,0.3199704083667279,0.6800295916332721
262,0.9337562637362636,0.18279509722400383,0.8172049027759963
263,0.9346281758241758,0.5269362250135923,0.4730637749864076
264,0.933421846153846,0.9917886374929534,0.008211362507046443
265,0.9346204835164834,0.6233766992592351,0.3766233007407647
266,0.9345321318681319,0.43768768541370284,0.5623123145862972
267,0.9342252307692307,0.3015623246519825,0.6984376753480174
268,0.9344371868131868,0.38620554496827203,0.6137944550317279
269,0.93452610989011,0.70598202594812,0.29401797405188007
270,0.9345545934065933,0.45209536782238474,0.5479046321776152
271,0.9340714725274725,0.8715047988484907,0.1284952011515092
272,0.9345059340659342,0.41963340268710236,0.5803665973128975
273,0.9331781098901099,0.07712628652473566,0.9228737134752643
274,0.9344094505494503,0.7615732953606807,0.2384267046393194
275,0.9346337582417582,0.5866824115999721,0.4133175884000278
276,0.9340132307692308,0.2412466560107182,0.7587533439892817
277,0.9342803956043957,0.8077755153767455,0.19222448462325442
278,0.9343891428571428,0.3649905032261486,0.6350094967738513
279,0.9341208791208792,0.8593235605640389,0.140676439435961
280,0.9341228131868131,0.2721924100859286,0.7278075899140714
281,0.9345061978021978,0.4197405341485079,0.5802594658514921
282,0.9345670769230768,0.4644874819830633,0.5355125180169368
283,0.9341209230769231,0.2715406668579452,0.7284593331420547
284,0.9344701978021978,0.7347495766667063,0.26525042333329374
285,0.9343344615384614,0.7907478835292993,0.20925211647070063
286,0.9335754285714286,0.14629630499011173,0.8537036950098883
287,0.9337301978021978,0.9418192954338749,0.05818070456612503
288,0.9342355604395604,0.3050109082355979,0.694989091764402
289,0.933868967032967,0.9146617238302361,0.08533827616976386
290,0.9341756483516485,0.8424502525714739,0.15754974742852612
291,0.9344007472527472,0.3698459497038161,0.6301540502961838
292,0.932896043956044,0.035305607561968315,0.9646943924380316
293,0.9345834725274725,0.6709783599161223,0.3290216400838777
294,0.9345576263736263,0.687333949449866,0.31266605055013386
295,0.9345794285714285,0.673260380290652,0.32673961970934795
296,0.9343459340659341,0.34718713068047696,0.6528128693195232
297,0.9339842197802197,0.8908598149504624,0.10914018504953758
298,0.9335673406593408,0.9685018675499103,0.031498132450089755
299,0.9346431208791209,0.5639317428467501,0.4360682571532499
300,0.9342758241758242,0.31842097639468225,0.6815790236053179
301,0.9333465054945054,0.1051783951945156,0.8948216048054844
302,0.9343586813186813,0.3519720542446822,0.6480279457553179
303,0.9346388571428572,0.5468283513809574,0.45317164861904247
304,0.9336261538461539,0.9593533945916705,0.04064660540832946
305,0.9343352527472526,0.7904232832216356,0.2095767167783644
306,0.9344766593406595,0.405643654586501,0.594356345413499
307,0.934404,0.7637633428591095,0.23623665714089045
308,0.9340994285714286,0.8641857336890385,0.13581426631096152
309,0.9345851868131868,0.6684767074192324,0.3315232925807677
310,0.9346304615384615,0.5313785100996484,0.46862148990035163
311,0.9327997802197802,0.022731626644926322,0.9772683733550737
312,0.9346013186813187,0.6563428885480628,0.3436571114519373
313,0.9346088791208791,0.6512332659772119,0.34876673402278807
314,0.934297054945055,0.3251016396992198,0.6748983603007802
315,0.9344071208791207,0.3732754764814457,0.6267245235185542
316,0.9327214945054945,0.013344826950098554,0.9866551730499014
317,0.9334386373626375,0.9889756826834056,0.01102431731659437
318,0.9346189450549451,0.5135525491340167,0.4864474508659834
319,0.93290189010989,0.03607491839490017,0.9639250816050998
320,0.9344127032967032,0.3771914090176018,0.6228085909823983
321,0.9333485714285713,0.10590580171576086,0.8940941982842393
322,0.9334329230769232,0.12127466404279784,0.8787253359572023
323,0.9344832087912088,0.4080369544479171,0.5919630455520828
324,0.9343221538461539,0.33617259338569133,0.6638274066143088
325,0.9346422857142856,0.5673212264917065,0.4326787735082936
326,0.9341585934065934,0.28092713608684516,0.7190728639131547
327,0.9341834725274724,0.2889840807061412,0.7110159192938588
328,0.9342326593406594,0.82324315026818,0.17675684973182
329,0.9342965714285715,0.3249159826995434,0.6750840173004568
330,0.9344383296703297,0.3868948482096261,0.613105151790374
331,0.9346203076923078,0.629188386461571,0.37081161353842895
332,0.9346389890109891,0.5433368860178891,0.4566631139821109
333,0.9343820219780219,0.7720679279560351,0.22793207204396493
334,0.9335054945054946,0.1344854588653509,0.8655145411346491
335,0.9346314725274726,0.5900234752073326,0.40997652479266744
336,0.934439032967033,0.7502973470300469,0.24970265296995314
337,0.9346378901098902,0.5519158474731964,0.44808415252680356
338,0.9344096703296702,0.7615077838488845,0.23849221615111538
339,0.9339530549450549,0.22733670749919654,0.7726632925008035
340,0.9346277802197802,0.5264931106535159,0.47350688934648416
341,0.9343347692307693,0.34156946227679225,0.6584305377232077
342,0.9342963516483518,0.803255033179194,0.19674496682080603
